Title,Address,District,PostingDate,PostType,Price,Area,Direction,Bedrooms,Bathrooms,Floors,Width_meters,Legal,Interior,Entrancewidth,Area_m2,Entrance_width,Width,PostingYear,PostingMonth,PostingQuarter,Month_sin,Month_cos,Days_Since_Posted,Half_Year
Chính chủ bán căn hộ cao cấp 4 phòng ngủ mặt đường Lê Văn Lương 169m2 giá 13 tỷ LH: 0971 864 ***,"Diamond Flower Tower, Hoàng Đạo Thúy, Nhân Chính, Thanh Xuân, Hà Nội",Thanh Xuân,23/09/2024,Căn hộ chung cư tại Diamond Flower Tower,15.1,169 m²,Tây - Bắc,4.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,169.0,6.0,4.7,2024,9,3,-1.0,-1.8369701987210297e-16,464,1
Chính chủ bán gấp căn hộ 65m2 2PN 2WC full nội thất hạng sang giá 7 tỷ. LH 0943 775 ***,"Dự án The Terra Hào Nam, Phố Hào Nam, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",Đống Đa,11/08/2023,Căn hộ chung cư tại The Terra Hào Nam,7.4,65 m²,0,2.0,2.0,,0,Sổ đỏ/ Sổ hồng,"Đầy đủ nội thất cao cấp, sàn gỗ, cửa chống cháy video call, giường, tủ, bàn ghế, tivi.",0,65.0,5.0,5.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,873,1
"Chính chủ bán mảnh đất mặt đường Liên Mạc, mặt tiền 8,07m, phía sau có đường. LH 0989 182 ***","đường Liên Mạc, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,14/12/2023,Bán đất tại đường Liên Mạc,23.2,"212,9 m²",0,,,,"8,07 m",Sổ đỏ/ Sổ hồng.,0,0,212.9,4.5,8.07,2023,12,4,-2.4492935982947064e-16,1.0,748,1
"Chính chủ bán 78,7 m2, mặt tiền 8m Quyết Tiến, Vân Côn, cách đại lộ Thăng Long 100m, oto vào đất","thôn Quyết tiến, Đường Đại lộ Thăng Long, Xã Vân Côn, Hoài Đức, Hà Nội",Hoài Đức,08/05/2024,Bán đất tại đường Đại lộ Thăng Long,5.7,"78,7 m²",0,,,,8 m,Sổ đỏ/ Sổ hồng,0,"3,5 m",78.7,3.5,8.0,2024,5,2,0.49999999999999994,-0.8660254037844387,602,0
CC cần bán trục 02 chung cư Skypark 128m2 giá 14 tỷ,"Dự án Sky Park Residence, Đường Tôn Thất Thuyết, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Cầu Giấy,17/11/2023,Căn hộ chung cư tại Sky Park Residence,15.0,128 m²,0,3.0,2.0,,0,Sổ đỏ/ Sổ hồng,0,0,128.0,6.0,5.0,2023,11,4,-0.5000000000000004,0.8660254037844384,775,1
"Siêu phẩm nhà mới đón tết Trường Chinh phân lô - ô tô qua nhà full nội thất giá 11,5 tỷ","Đường Trường Chinh, Phường Phương Liệt, Thanh Xuân, Hà Nội",Thanh Xuân,25/11/2025,Nhà riêng tại đường Trường Chinh,14.6,52 m²,Nam,4.0,4.0,5.0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,4 m,52.0,4.0,4.7,2025,11,4,-0.5000000000000004,0.8660254037844384,36,1
"Chính chủ cần bán căn hộ 1411 chung cư Hateco Laroma, 101m2 giá 11.3 tỷ","Hateco Laroma, Láng Thượng, Đống Đa, Hà Nội",Đống Đa,25/07/2023,Căn hộ chung cư tại Hateco Laroma,11.3,101 m²,0,2.0,2.0,,0,0,0,0,101.0,5.0,5.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,890,1
"Lô góc! PL kinh doanh, đường 2 ô tô, 75m2, MT 4.8m, 7T thang máy, giá 20 tỷ","Đường Trần Quang Diệu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",Đống Đa,29/03/2025,Nhà riêng tại đường Trần Quang Diệu,22.8,75 m²,0,,,7.0,"4,8 m",Sổ đỏ/ Sổ hồng,0,5 m,75.0,5.0,4.8,2025,3,1,1.0,6.123233995736766e-17,277,0
"Bán căn hộ chung cư tại Golden Park Tower, giá tốt 8,4 tỷ VND, diện tích 95,6m2","Dự án Golden Park Tower, Đường Phạm Văn Bạch, Phường Yên Hòa, Cầu Giấy, Hà Nội",Cầu Giấy,01/01/2023,Căn hộ chung cư tại Golden Park Tower,7.9,"95,6 m²",Đông - Nam,3.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,95.6,6.0,5.0,2023,1,1,0.49999999999999994,0.8660254037844387,1095,0
"Bán căn Stu, tòa S4 dự án Vinhomes Smart City. Giá hấp dẫn 2.1 tỷ (bao thuế phí). LH 0389 691 ***","Dự án The Sapphire - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,28/10/2024,Căn hộ chung cư tại The Sapphire-Vinhomes Smart City,2.4,"24,4 m²",0,,,,0,"Căn hộ đã có sổ sẵn sàng giao dịch, có gia lộc cho khách thiện chí.",Không nội thất,0,24.4,5.0,5.0,2024,10,4,-0.8660254037844386,0.5000000000000001,429,1
"Bán nhà riêng 5 tầng thang máy, diện tích 53m2, 6 ngủ tại Yên Lãng, Đống Đa, giá nhỉnh 15.5 tỷ","Đường Yên Lãng, Phường Thịnh Quang, Đống Đa, Hà Nội",Đống Đa,10/10/2025,Nhà riêng tại đường Yên Lãng,18.8,53 m²,Bắc,6.0,5.0,5.0,"3,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ,"2,6 m",53.0,2.6,3.5,2025,10,4,-0.8660254037844386,0.5000000000000001,82,1
"Lô góc! PL kinh doanh, đường 2 ô tô, 75m2, MT 4.8m, 7T thang máy, giá 20 tỷ","Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",Đống Đa,23/11/2023,Nhà riêng tại phố Hoàng Cầu,20.2,75 m²,0,,,7.0,"4,8 m",Sổ đỏ/ Sổ hồng,0,6 m,75.0,6.0,4.8,2023,11,4,-0.5000000000000004,0.8660254037844384,769,1
"Cự Lộc, 32m2, 4 tầng, 6,3 tỷ LH 0903 443 ***","Phố Cự Lộc, Phường Nhân Chính, Thanh Xuân, Hà Nội",Thanh Xuân,26/08/2023,Nhà riêng tại phố Cự Lộc,6.5,32 m²,0,,,4.0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,32.0,6.0,4.7,2023,8,3,-0.8660254037844385,-0.5000000000000004,858,1
Căn hộ Mễ Trì 70m2 2 ngủ - view TTHNQG - 2 thoáng full nội thất giá 7.2 tỷ (TL691425),"Dự án The Sun Mễ Trì, đường Mễ Trì, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,10/12/2024,Căn hộ chung cư tại The Sun Mễ Trì,8.4,70 m²,0,2.0,2.0,,0,"- Pháp lý đầy đủ, đảm bảo an tâm cho mọi giao dịch.",0,0,70.0,5.0,5.0,2024,12,4,-2.4492935982947064e-16,1.0,386,1
Phân lô ngõ 61 Lạc Trung - Ô tô tránh - Vỉa hè - 40m2 x 4 tầng - MT 4m - Giá 13.5 tỷ,"Ngõ 61, Phố Lạc Trung, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,27/02/2025,Nhà riêng tại phố Lạc Trung,15.3,40 m²,Bắc,6.0,4.0,4.0,4 m,Sổ đỏ/ Sổ hồng,Đầy đủ,7 m,40.0,7.0,4.0,2025,2,1,0.8660254037844386,0.5000000000000001,307,0
"Bán nhà đẹp xây mới Lê Văn Hiến Cổ Nhuế Bắc Từ Liêm 35m2 x 5T, giá 5.15 tỷ, ô tô cách nhà 20m","Đường Lê Văn Hiến, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,12/01/2025,Nhà riêng tại đường Lê Văn Hiến,6.0,35 m²,0,3.0,3.0,5.0,0,Sổ đỏ/ Sổ hồng,0,0,35.0,4.5,5.0,2025,1,1,0.49999999999999994,0.8660254037844387,353,0
"Gấp, nhà Phan Kế Bính, 7 tầng thang máy, mới đẹp, ở ngay, ngõ thông, dân trí cao, ở sướng 44.8m2","Đường Phan Kế Bính, Phường Cống Vị, Ba Đình, Hà Nội",Ba Đình,16/12/2023,Nhà riêng tại đường Phan Kế Bính,9.1,"44,8 m²",0,,,7.0,"4,5 m",Sổ đỏ chính chủ,0,0,44.8,4.0,4.5,2023,12,4,-2.4492935982947064e-16,1.0,746,1
"Tòa CCMN Trần Cung, BTL. DT 60m2, 5T, 9P, full đồ, gần ô tô. Doanh thu 45tr/tháng, chào 7,25 tỷ(TL)","Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,25/10/2023,Nhà riêng tại phố Trần Cung,7.3,60 m²,0,9.0,9.0,5.0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,60.0,4.5,5.0,2023,10,4,-0.8660254037844386,0.5000000000000001,798,1
Bán penthouse 255m2 AZ Lâm Viên Complex Q. Cầu Giấy - không gian sống thượng lưu (sổ đỏ sẵn),"AZ Lâm Viên Complex, 107A, Đường Nguyễn Phong Sắc, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Cầu Giấy,12/11/2025,Căn hộ chung cư tại AZ Lâm Viên Complex,21.4,255 m²,Tây - Nam,3.0,3.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,255.0,6.0,5.0,2025,11,4,-0.5000000000000004,0.8660254037844384,49,1
"Bán nhà Cầu Giấy 20m ra mặt phố, ngõ thông thoáng rộng DT 38m2 x 4 tầng, MT 4m giá 7,9 tỷ","Phường Yên Hòa, Cầu Giấy, Hà Nội",Cầu Giấy,16/10/2025,Nhà riêng tại phường Yên Hòa,9.4,38 m²,0,4.0,4.0,4.0,4 m,Sổ đỏ/ Sổ hồng,Đầy đủ,0,38.0,6.0,4.0,2025,10,4,-0.8660254037844386,0.5000000000000001,76,1
"Chỉ còn 1 căn duy nhất đối diện chung cư, cách Việt Hưng Long Biên 11 km, giá rẻ nhất TP Từ Sơn","Dự án Centa Diamond, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",Từ Sơn,15/06/2024,"Shophouse, nhà phố thương mại tại Centa Diamond",6.7,75 m²,Đông,6.0,7.0,4.0,5 m,Sổ đỏ/ Sổ hồng,Không nội thất,"17,5 m",75.0,17.5,5.0,2024,6,2,1.2246467991473532e-16,-1.0,564,0
Vùng đất vàng - Nhà 3 tầng 52m2 rẻ nhất Vĩnh Ngọc Đông Anh - Ngõ ô tô,"Đường Phương Trạch, Xã Vĩnh Ngọc, Đông Anh, Hà Nội",Đông Anh,08/05/2024,Nhà riêng tại đường Phương Trạch,4.0,52 m²,0,3.0,2.0,3.0,5 m,Sổ đỏ/ Sổ hồng,Không nội thất,"3,5 m",52.0,3.5,5.0,2024,5,2,0.49999999999999994,-0.8660254037844387,602,0
"Nhà đẹp mê - Ở là phê! Chính chủ bán rẻ như cho CH - 2PN, tầng trung, nhà cực đẹp tòa HH4 Linh Đàm","HH4 Linh Đàm, Linh Đường, Hoàng Liệt, Hoàng Mai, Hà Nội",Hoàng Mai,28/07/2023,Căn hộ chung cư tại HH4 Linh Đàm,2.5,58 m²,Tây - Nam,2.0,2.0,,0,0,"Nội thất để lại: Sàn gỗ, trần thạch cao, tủ bếp, hệ thống bếp, điều hòa, nóng lạnh, sofa, bàn ghế, giường tủ.",0,58.0,5.0,4.5,2023,7,3,-0.4999999999999997,-0.8660254037844388,887,1
"Căn hộ đẹp + Rẻ nhất tại Thăng Long N01 tòa A - 117m2. Slot 200k/th, chỉ 8tỷ2. View TTHNQG thoáng","Dự án Thăng Long Number One, Đường Khuất Duy Tiến, Phường Trung Hòa, Cầu Giấy, Hà Nội",Cầu Giấy,06/09/2024,Căn hộ chung cư tại Thăng Long Number One,9.2,117 m²,0,3.0,2.0,,0,Sổ đỏ/ Sổ hồng,Cơ bản,0,117.0,6.0,5.0,2024,9,3,-1.0,-1.8369701987210297e-16,481,1
"Bán gấp căn hộ chung cư tại Diamond Flower Tower, 9,5 tỷ vnd, 126m2 căn hộ 3 pn, lh: 0971 864 ***","Dự án Diamond Flower Tower, Phố Hoàng Đạo Thúy, Phường Nhân Chính, Thanh Xuân, Hà Nội",Thanh Xuân,09/02/2023,Căn hộ chung cư tại Diamond Flower Tower,9.1,126 m²,Tây - Nam,3.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,126.0,6.0,4.7,2023,2,1,0.8660254037844386,0.5000000000000001,1056,0
"Nhà vị trí đẹp mặt ngõ Yên Phúc - Văn Quán 82m2, MT9m, xây 3 tầng, ô tô tránh đỗ ngày đêm","Đường Yên Phúc, Phường Phúc La, Hà Đông, Hà Nội",Hà Đông,30/05/2024,Nhà riêng tại đường Yên Phúc,13.4,82 m²,0,5.0,,3.0,9 m,Sổ đỏ/ Sổ hồng,0,0,82.0,8.0,9.0,2024,5,2,0.49999999999999994,-0.8660254037844387,580,0
Chính chủ cần bán căn hộ 2PN 2WC full đồ đẹp M1. B1x02 Moonlight 1 giá công khai 3.99 tỷ,"Dự án Moonlight 1 - An Lạc Green Symphony, Xã Vân Canh, Hoài Đức, Hà Nội",Hoài Đức,26/05/2025,Căn hộ chung cư tại Moonlight 1 - An Lạc Green Symphony,4.8,68 m²,Bắc,2.0,2.0,,0,Hợp đồng mua bán,Nội thất cao cấp.,0,68.0,4.75,4.5,2025,5,2,0.49999999999999994,-0.8660254037844387,219,0
"Bán căn hộ 3PN, 2WC tại Khai Sơn City, 6,5 tỷ, 101m2, view đẹp, uy tín","Khai Sơn City, Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",Long Biên,30/12/2024,Căn hộ chung cư tại Khai Sơn City,7.6,101 m²,0,3.0,2.0,,0,Hợp đồng mua bán,0,0,101.0,6.0,5.0,2024,12,4,-2.4492935982947064e-16,1.0,366,1
"Nhanh tay rinh ngay căn hộ 2PN + 1 góc diện tích 70m2 chỉ với 3,1 tỷ tại Vinhomes OCP","Dự án Vinhomes Ocean Park Gia Lâm, Đường 5, Xã Dương Xá, Gia Lâm, Hà Nội",Gia Lâm,28/11/2024,Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm,3.7,70 m²,0,2.0,2.0,,0,Sổ đỏ/ Sổ hồng,0,0,70.0,8.0,6.0,2024,11,4,-0.5000000000000004,0.8660254037844384,398,1
Bán nhà Võng Thị - Trích Sài xây 4 tầng DT 125m2 MT 11m ô tô ô chờ thang máy giá 41.8 tỷ,"Đường Trích Sài, Phường Thụy Khuê, Tây Hồ, Hà Nội",Tây Hồ,05/10/2025,Nhà mặt phố tại đường Trích Sài,49.7,125 m²,0,6.0,4.0,4.0,11 m,Sổ đỏ/ Sổ hồng,Đầy đủ,7 m,125.0,7.0,11.0,2025,10,4,-0.8660254037844386,0.5000000000000001,87,1
"Nhận nhà đón tết căn hộ 2PN1VS diện tích 60m2 Chỉ với 2,65 tỷ tại Vinhomes Ocean Park","Dự án Vinhomes Ocean Park Gia Lâm, Đường 5, Xã Dương Xá, Gia Lâm, Hà Nội",Gia Lâm,31/01/2023,Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm,2.5,60 m²,0,2.0,1.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,60.0,8.0,6.0,2023,1,1,0.49999999999999994,0.8660254037844387,1065,0
"Chỉ với 6,5 tỷ sở hữu ngay căn hộ 3PN 2WC tại Hà Nội Paragon","Dự án Hà Nội Paragon, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",Cầu Giấy,24/09/2024,Căn hộ chung cư tại Hà Nội Paragon,7.4,90 m²,Đông - Nam,3.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,90.0,6.0,5.0,2024,9,3,-1.0,-1.8369701987210297e-16,463,1
Chính chủ cần bán căn góc tầng trung đẹp - giá tốt nhất,"Helios Tower 75 Tam Trinh, Tam Trinh, Mai Động, Hoàng Mai, Hà Nội",Hoàng Mai,02/06/2025,Căn hộ chung cư tại Helios Tower 75 Tam Trinh,6.0,72 m²,Đông,2.0,2.0,,0,Sổ đỏ/ Sổ hồng,Cơ bản Nội thất liền tường.,0,72.0,5.0,4.5,2025,6,2,1.2246467991473532e-16,-1.0,212,0
Cần bán nhà Cự Khối Long Biên Hà Nội,"Đường Bát Khối, Phường Cự Khối, Long Biên, Hà Nội",Long Biên,19/12/2023,Nhà riêng tại đường Bát Khối,4.2,30 m²,Tây,3.0,3.0,4.0,4 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"2,7 m",30.0,2.7,4.0,2023,12,4,-2.4492935982947064e-16,1.0,743,1
Cần bán nhà Cự Khối Long Biên Hà Nội,"Đường Bát Khối, Phường Cự Khối, Long Biên, Hà Nội",Long Biên,07/07/2023,Nhà riêng tại đường Bát Khối,4.1,30 m²,Tây,3.0,3.0,4.0,4 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"2,7 m",30.0,2.7,4.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,908,1
Bán nhà riêng tại đường Nghi Tàm - Tây Hồ,"Đường Nghi Tàm, Phường Tứ Liên, Tây Hồ, Hà Nội",Tây Hồ,15/09/2025,Nhà riêng tại đường Nghi Tàm,33.5,223 m²,0,,,,0,Sổ đỏ/ Sổ hồng,0,0,223.0,7.0,6.0,2025,9,3,-1.0,-1.8369701987210297e-16,107,1
"Chỉ còn 1 căn duy nhất đối diện chung cư, cách Việt Hưng Long Biên 11 km, giá rẻ nhất TP Từ Sơn","Dự án Centa Diamond, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",Từ Sơn,19/10/2024,"Shophouse, nhà phố thương mại tại Centa Diamond",6.6,75 m²,Đông,6.0,7.0,4.0,5 m,Sổ đỏ/ Sổ hồng,Không nội thất,"17,5 m",75.0,17.5,5.0,2024,10,4,-0.8660254037844386,0.5000000000000001,438,1
"Bán nhà riêng tại Quan Hoa, Cầu Giấy, Hà Nội, 15 tỷ, 40m2, 6 tầng, thang máy, uy tín","Đường Quan Hoa, Phường Quan Hoa, Cầu Giấy, Hà Nội",Cầu Giấy,26/12/2024,Nhà riêng tại đường Quan Hoa,16.8,40 m²,0,,,6.0,"5,8 m",Sổ đỏ/ Sổ hồng,Đầy đủ,7 m,40.0,7.0,5.8,2024,12,4,-2.4492935982947064e-16,1.0,370,1
Cần bán nhanh căn hộ Iris Garden 3PN - 135m2. Giá rẻ nhất TT. Full đồ. Sổ sẵn. Ban công mát. 8 tỷ,"Iris Garden, 30, Đường Trần Hữu Dực, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,15/12/2024,Căn hộ chung cư tại Iris Garden,9.3,135 m²,Tây,3.0,2.0,,0,Sổ đỏ/ sổ hồng.,Đầy đủ nội thất: full đồ.,0,135.0,5.0,5.0,2024,12,4,-2.4492935982947064e-16,1.0,381,1
Căn 3 ngủ Masteri view đẹp nhất tòa H2,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",Gia Lâm,05/04/2024,Căn hộ chung cư tại Masteri Waterfront,5.8,65 m²,0,3.0,2.0,,0,Hợp đồng mua bán,0,0,65.0,8.0,6.0,2024,4,2,0.8660254037844387,-0.4999999999999998,635,0
"Em cần bán căn 114m2 3 ngủ 2VS chung cư cao cấp Hoàng Thành Pearl - Nam Từ Liêm, LH 0818 340 ***","Dự án Hoàng Thành Pearl, Đường Nguyễn Văn Giáp, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,22/03/2024,Căn hộ chung cư tại Hoàng Thành Pearl,7.9,114 m²,0,3.0,2.0,,0,Đang chờ sổ,Cơ bản - Nội thất bàn giao cơ bản chủ đầu tư để chủ mới decor nội thất theo sở thích riêng.,0,114.0,5.0,5.0,2024,3,1,1.0,6.123233995736766e-17,649,0
"Nhà tại Quyết Tiến Vân Côn 45m2x4T, 4 phòng ngủ, 1 phòng thờ, 1 sân phơi, 10m ra đường ô tô","Xã Vân Côn, Hoài Đức, Hà Nội",Hoài Đức,09/10/2025,Nhà riêng tại xã Vân Côn,4.4,45 m²,0,4.0,3.0,4.0,"3,94 m",Sổ đỏ/ Sổ hồng,0,0,45.0,4.75,3.94,2025,10,4,-0.8660254037844386,0.5000000000000001,83,1
"Bán đất 213 Giáp Nhất 136m2 ô tô vào nhà view sân chơi cực thoáng giá 129,5tr/m2 có thương lượng","Đường Giáp Nhất, Phường Nhân Chính, Thanh Xuân, Hà Nội",Thanh Xuân,16/05/2023,Bán đất tại đường Giáp Nhất,18.5,136 m²,0,,,,0,Sổ đỏ/ Sổ hồng,0,0,136.0,6.0,4.7,2023,5,2,0.49999999999999994,-0.8660254037844387,960,0
"Bán căn hộ 3PN, 2WC tại Vinhomes Metropolis - Liễu Giai, 20,5 tỷ, 110m2 chỉ với giá cực chất","Vinhomes Metropolis - Liễu Giai, Liễu Giai, Ngọc Khánh, Ba Đình, Hà Nội",Ba Đình,07/12/2024,Căn hộ chung cư tại Vinhomes Metropolis - Liễu Giai,22.9,110 m²,Tây - Bắc,3.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,110.0,4.0,5.0,2024,12,4,-2.4492935982947064e-16,1.0,389,1
"Bán nhà Tây Tựu, Bắc Từ Liêm, DT 47m2, 4T, MT 5,3m, giá chào 4,5 tỷ, có thương lượng","Đường Tây Tựu, Phường Tây Tựu, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,24/04/2024,Nhà riêng tại đường Tây Tựu,4.8,47 m²,0,,,4.0,"5,3 m",Sổ đỏ/ Sổ hồng,0,3 m,47.0,3.0,5.3,2024,4,2,0.8660254037844387,-0.4999999999999998,616,0
"Nhà riêng nằm ở vị trí thuận lợi tại Cầu Diễn, với diện tích 33m2, 5 tầng, 3 ngủ, gần đường 32","Đường Cầu Diễn, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,15/04/2024,Nhà riêng tại đường Cầu Diễn,6.2,33 m²,0,3.0,4.0,5.0,4 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"2,5 m",33.0,2.5,4.0,2024,4,2,0.8660254037844387,-0.4999999999999998,625,0
Quỹ căn S2-17 - Rẻ - đẹp nhất Vinhomes Ocean Park-Nhận nhà ở ngay-11 chỉ vàng trao tay 0979 209 ***,"Dự án The Sapphire 2 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",Gia Lâm,30/12/2024,Căn hộ chung cư tại The Sapphire 2 - Vinhomes Ocean Park,2.6,43 m²,Tây - Nam,1.0,1.0,,0,Hợp đồng mua bán,Cơ bản,0,43.0,8.0,6.0,2024,12,4,-2.4492935982947064e-16,1.0,366,1
"Lô đất Vip Triều Khúc, 2 mặt tiền, giao thoa giữa 3 quận. Kinh doanh siêu đỉnh, chủ cần bán gấp","Đường Triều Khúc, Xã Tân Triều, Thanh Trì, Hà Nội",Thanh Trì,24/09/2025,Bán đất tại đường Triều Khúc,28.7,116 m²,0,,,,"6,5 m",Sổ đỏ/ Sổ hồng,0,20 m,116.0,20.0,6.5,2025,9,3,-1.0,-1.8369701987210297e-16,98,1
"Bán căn góc siêu hiếm biệt thự Kita KĐT Ciputra 229,3m2 mua từ CĐT thanh toán tiến độ","Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội",Tây Hồ,10/09/2025,"Nhà biệt thự, liền kề tại Kita Capital Ciputra",136.1,"229,3 m²",Đông,4.0,4.0,5.0,9 m,0,0,13 m,229.3,13.0,9.0,2025,9,3,-1.0,-1.8369701987210297e-16,112,1
"Vinhomes Golden Avenue - tận hưởng cuộc sống đẳng cấp, tiện nghi và hiện đại","Dự án Vinhomes Golden Avenue Móng Cái, Phường Hải Hòa, Móng Cái, Quảng Ninh",Móng Cái,26/09/2025,"Shophouse, nhà phố thương mại tại Vinhomes Golden Avenue Móng Cái",4.5,60 m²,0,,,5.0,5 m,Hợp đồng mua bán,0,17 m,60.0,17.0,5.0,2025,9,3,-1.0,-1.8369701987210297e-16,96,1
"Tôi chính chủ cần bán gấp căn 140m2, 3 ngủ + 1 chung cư Hapulico full nội thất đẹp","Dự án Hapulico Complex, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",Thanh Xuân,04/06/2024,Căn hộ chung cư tại Hapulico Complex,8.7,140 m²,Tây - Bắc,3.0,2.0,,0,Sổ đỏ/ Sổ hồng,0,0,140.0,6.0,4.7,2024,6,2,1.2246467991473532e-16,-1.0,575,0
"Bán gấp CC Vinhomes Ocean Park Gia Lâm 2,65 tỷ, 55m2, 2PN, 1WC, pháp lý đầy đủ","Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",Gia Lâm,12/11/2023,Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm,2.9,55 m²,Đông - Nam,2.0,1.0,,0,Sổ đỏ/ Sổ hồng,Cơ bản,0,55.0,8.0,6.0,2023,11,4,-0.5000000000000004,0.8660254037844384,780,1
"0968 127 *** chính chủ bán căn Sakura Tower 47 Vũ Trọng Phụng, Thanh Xuân: 70m2(2pn) và 93m2 sẵn sổ","Sakura Tower, 47, Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",Thanh Xuân,30/03/2024,Căn hộ chung cư tại Sakura Tower,4.7,70 m²,0,2.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,70.0,6.0,4.7,2024,3,1,1.0,6.123233995736766e-17,641,0
Chủ bán lô đất mặt phố tặng nhà luôn nhà cấp 4 tại mặt đường QL21B cạnh phố Xốm tại Phú Lãm,"Đường 21B, Phường Phú Lãm, Hà Đông, Hà Nội",Hà Đông,22/03/2024,Bán đất tại đường 21B,11.2,"59,4 m²",Đông - Nam,,,,34 m,Sổ đỏ/ Sổ hồng,0,36 m,59.4,36.0,34.0,2024,3,1,1.0,6.123233995736766e-17,649,0
"Phố Cự Lộc hàng xóm Royal, tặng full nội thất, giá 6.8 tỷ","Phố Cự Lộc, Phường Thượng Đình, Thanh Xuân, Hà Nội",Thanh Xuân,08/11/2023,Nhà riêng tại phố Cự Lộc,7.4,31 m²,0,3.0,,4.0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,31.0,6.0,4.7,2023,11,4,-0.5000000000000004,0.8660254037844384,784,1
Em cần bán căn 3PN CC Amber Riverside 622 Minh Khai,"Amber Riverside, Minh Khai, Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,20/08/2025,Căn hộ chung cư tại Amber Riverside,9.8,106 m²,Đông,3.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,106.0,4.0,5.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,133,1
"Bán nhà phố kinh doanh sầm uất - Yên Vĩnh Kim Chung - Vị trí đắc địa - thông số đẹp 58m2, 6,7 tỷ","Đường Yên Vĩnh, Xã Kim Chung, Hoài Đức, Hà Nội",Hoài Đức,21/04/2023,Nhà riêng tại đường Yên Vĩnh,6.6,58 m²,0,,,,0,Sổ đỏ/ Sổ hồng,Cơ bản,7 m,58.0,7.0,4.5,2023,4,2,0.8660254037844387,-0.4999999999999998,985,0
Chủ nhà thiện chí bán nhanh căn hộ 80.36m2 dự án The Park Home - Thành Thái - Trần Thái Tông,"Dự án The Park Home, Đường Thành Thái, Phường Dịch Vọng, Cầu Giấy, Hà Nội",Cầu Giấy,29/12/2024,Căn hộ chung cư tại The Park Home,7.7,"80,36 m²",0,2.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,80.36,6.0,5.0,2024,12,4,-2.4492935982947064e-16,1.0,367,1
